id	token	category	category_merged
333	forsi	Non-Arabic	Non-Arabic
333	tagħtini	Arabic	Arabic
333	ftit	Arabic	Arabic
333	ħin	Arabic	Arabic
333	biex	Arabic	Arabic
333	ngħid	Arabic	Arabic
333	għaliex	Arabic	Arabic
333	numru	Non-Arabic	Non-Arabic
333	ta'	Arabic	Arabic
333	klawsoli	Non-Arabic	Non-Arabic
333	ġew	Arabic	Arabic
333	mgħottija	Arabic	Arabic
333	.	Symbol	Symbol
334	L-	Arabic	Arabic
334	għan	Arabic	Arabic
334	aħħari	Arabic	Arabic
334	huwa	Arabic	Arabic
334	l-	Arabic	Arabic
334	interess	Non-Arabic	Non-Arabic
334	ta'	Arabic	Arabic
334	Malta	Name (Arabic)	Name
334	.	Symbol	Symbol
335	Dan	Arabic	Arabic
335	huwa	Arabic	Arabic
335	suq	Arabic	Arabic
335	kompetittiv	Non-Arabic	Non-Arabic
335	u	Arabic	Arabic
335	min	Arabic	Arabic
335	jidħol	Arabic	Arabic
335	fil-	Arabic	Arabic
335	programm	Non-Arabic	Non-Arabic
335	ta'	Arabic	Arabic
335	Malta	Name (Arabic)	Name
335	jfisser	Arabic	Arabic
335	li	Arabic	Arabic
335	ma	Arabic	Arabic
335	jkunx	Arabic	Arabic
335	daħal	Arabic	Arabic
335	fi	Arabic	Arabic
335	programmi	Non-Arabic	Non-Arabic
335	oħrajn	Arabic	Arabic
335	ta'	Arabic	Arabic
335	pajjiżi	Non-Arabic	Non-Arabic
335	oħrajn	Arabic	Arabic
335	.	Symbol	Symbol
336	Ridna	Arabic	Arabic
336	nkunu	Arabic	Arabic
336	ċerti	Non-Arabic	Non-Arabic
336	li	Arabic	Arabic
336	ma	Arabic	Arabic
336	niżvantaġġawwx	Mixed	Non-Arabic
336	dan	Arabic	Arabic
336	is-	Arabic	Arabic
336	settur	Non-Arabic	Non-Arabic
336	b'	Arabic	Arabic
336	dak	Arabic	Arabic
336	li	Arabic	Arabic
336	nistgħu	Arabic	Arabic
336	ngħidu	Arabic	Arabic
336	,	Symbol	Symbol
336	però	Non-Arabic	Non-Arabic
336	nifhem	Arabic	Arabic
336	ukoll	Arabic	Arabic
336	il-	Arabic	Arabic
336	bżonn	Non-Arabic	Non-Arabic
336	li	Arabic	Arabic
336	noħolqu	Arabic	Arabic
336	bilanċ	Non-Arabic	Non-Arabic
336	għax	Arabic	Arabic
336	dan	Arabic	Arabic
336	il-	Arabic	Arabic
336	Kumitat	Non-Arabic	Non-Arabic
336	,	Symbol	Symbol
336	skond	Non-Arabic	Non-Arabic
336	il-	Arabic	Arabic
336	liġi	Non-Arabic	Non-Arabic
336	,	Symbol	Symbol
336	għandu	Arabic	Arabic
336	funzjoni	Non-Arabic	Non-Arabic
336	li	Arabic	Arabic
336	jrid	Arabic	Arabic
336	jaqdi	Arabic	Arabic
336	.	Symbol	Symbol
337	Mr	Code-Switching	Code-Switching
337	Chairman	Code-Switching	Code-Switching
337	,	Symbol	Symbol
337	dwar	Arabic	Arabic
337	it-	Arabic	Arabic
337	talba	Arabic	Arabic
337	tiegħek	Arabic	Arabic
337	jiena	Arabic	Arabic
337	qed	Arabic	Arabic
337	nissuġġerixxi	Mixed	Non-Arabic
337	li	Arabic	Arabic
337	fis-	Arabic	Arabic
337	seduta	Non-Arabic	Non-Arabic
337	li	Arabic	Arabic
337	jmiss	Arabic	Arabic
337	,	Symbol	Symbol
337	jew	Arabic	Arabic
337	jien	Arabic	Arabic
337	jew	Arabic	Arabic
337	rappreżentant	Non-Arabic	Non-Arabic
337	ta'	Arabic	Arabic
337	Identity	Name (Non-Arabic)	Name
337	Malta	Name (Arabic)	Name
337	jiġi	Arabic	Arabic
337	u	Arabic	Arabic
337	jagħti	Arabic	Arabic
337	spjega	Non-Arabic	Non-Arabic
337	ta'	Arabic	Arabic
337	għalfejn	Arabic	Arabic
337	ġiet	Arabic	Arabic
337	mgħottija	Arabic	Arabic
337	kull	Arabic	Arabic
337	parti	Non-Arabic	Non-Arabic
337	li	Arabic	Arabic
337	ġiet	Arabic	Arabic
337	mgħottija	Arabic	Arabic
337	,	Symbol	Symbol
337	imbagħad	Arabic	Arabic
337	nistgħu	Arabic	Arabic
337	naqblu	Arabic	Arabic
337	u	Arabic	Arabic
337	nistgħu	Arabic	Arabic
337	ma	Arabic	Arabic
337	naqblux	Arabic	Arabic
337	u	Arabic	Arabic
337	jekk	Arabic	Arabic
337	ma	Arabic	Arabic
337	naqblux	Arabic	Arabic
337	jiddeċiedi	Mixed	Non-Arabic
337	Mr	Code-Switching	Code-Switching
337	Speaker	Code-Switching	Code-Switching
337	u	Arabic	Arabic
337	lkoll	Arabic	Arabic
337	kemm	Arabic	Arabic
337	aħna	Arabic	Arabic
337	nbaxxu	Arabic	Arabic
337	rasna	Arabic	Arabic
337	għad-	Arabic	Arabic
337	deċiżjoni	Non-Arabic	Non-Arabic
337	ta'	Arabic	Arabic
337	Mr	Code-Switching	Code-Switching
337	Speaker	Code-Switching	Code-Switching
337	.	Symbol	Symbol
338	Fil-	Arabic	Arabic
338	frattemp	Non-Arabic	Non-Arabic
338	nistgħu	Arabic	Arabic
338	wkoll	Arabic	Arabic
338	niftehmu	Arabic	Arabic
338	fuq	Arabic	Arabic
338	lista	Non-Arabic	Non-Arabic
338	ta'	Arabic	Arabic
338	xhieda	Arabic	Arabic
338	,	Symbol	Symbol
338	nistgħu	Arabic	Arabic
338	jew	Arabic	Arabic
338	nagħmluha	Arabic	Arabic
338	waqt	Arabic	Arabic
338	il-	Arabic	Arabic
338	laqgħa	Arabic	Arabic
338	tal-	Arabic	Arabic
338	Kumitat	Non-Arabic	Non-Arabic
338	jew	Arabic	Arabic
338	inkella	Arabic	Arabic
338	forsi	Non-Arabic	Non-Arabic
338	inti	Arabic	Arabic
338	tibgħatli	Arabic	Arabic
338	lista	Non-Arabic	Non-Arabic
338	u	Arabic	Arabic
338	aħna	Arabic	Arabic
338	nindikaw	Mixed	Non-Arabic
338	xi	Arabic	Arabic
338	xhieda	Arabic	Arabic
338	oħra	Arabic	Arabic
338	-	Symbol	Symbol
338	jekk	Arabic	Arabic
338	ikun	Arabic	Arabic
338	hemm	Arabic	Arabic
338	għax	Arabic	Arabic
338	at	Code-Switching	Code-Switching
338	the	Code-Switching	Code-Switching
338	end	Code-Switching	Code-Switching
338	of	Code-Switching	Code-Switching
338	the	Code-Switching	Code-Switching
338	day	Code-Switching	Code-Switching
338	naħseb	Arabic	Arabic
338	li	Arabic	Arabic
338	l-	Arabic	Arabic
338	istess	Non-Arabic	Non-Arabic
338	persuni	Non-Arabic	Non-Arabic
338	għandna	Arabic	Arabic
338	f'	Arabic	Arabic
338	moħħna	Arabic	Arabic
338	-	Symbol	Symbol
338	u	Arabic	Arabic
338	mmexxu	Arabic	Arabic
338	minn	Arabic	Arabic
338	hemmhekk	Arabic	Arabic
338	.	Symbol	Symbol
339	THE	Code-Switching	Code-Switching
339	CHAIRMAN	Code-Switching	Code-Switching
339	:	Symbol	Symbol
340	Naħseb	Arabic	Arabic
340	li	Arabic	Arabic
340	bħala	Arabic	Arabic
340	proċess	Non-Arabic	Non-Arabic
340	innifsu	Arabic	Arabic
340	,	Symbol	Symbol
340	ladarba	Arabic	Arabic
340	ma	Arabic	Arabic
340	tistax	Arabic	Arabic
340	issir	Arabic	Arabic
340	issa	Arabic	Arabic
340	,	Symbol	Symbol
340	nagħmluha	Arabic	Arabic
340	d-	Arabic	Arabic
340	darba	Arabic	Arabic
340	li	Arabic	Arabic
340	jmiss	Arabic	Arabic
340	.	Symbol	Symbol
341	ONOR	Non-Arabic	Non-Arabic
341	.	Symbol	Symbol
341	OWEN	Name (Non-Arabic)	Name
341	BONNICI	Name (Non-Arabic)	Name
341	:	Symbol	Symbol
342	Mr	Code-Switching	Code-Switching
342	Chairman	Code-Switching	Code-Switching
342	,	Symbol	Symbol
342	ir-	Arabic	Arabic
342	raġuni	Non-Arabic	Non-Arabic
342	għalfejn	Arabic	Arabic
342	ma	Arabic	Arabic
342	tistax	Arabic	Arabic
342	issir	Arabic	Arabic
342	issa	Arabic	Arabic
342	hija	Arabic	Arabic
342	għax	Arabic	Arabic
342	il-	Arabic	Arabic
342	ftehim	Arabic	Arabic
342	kien	Arabic	Arabic
342	li	Arabic	Arabic
342	llum	Arabic	Arabic
342	niltaqgħu	Arabic	Arabic
342	biex	Arabic	Arabic
342	niftehmu	Arabic	Arabic
342	kif	Arabic	Arabic
342	se	Arabic	Arabic
342	nimxu	Arabic	Arabic
342	'l	Arabic	Arabic
342	quddiem	Arabic	Arabic
342	.	Symbol	Symbol
343	THE	Code-Switching	Code-Switching
343	CHAIRMAN	Code-Switching	Code-Switching
343	:	Symbol	Symbol
344	Nixtieq	Arabic	Arabic
344	nistaqsi	Arabic	Arabic
344	wkoll	Arabic	Arabic
344	-	Symbol	Symbol
344	u	Arabic	Arabic
344	forsi	Non-Arabic	Non-Arabic
344	tieħu	Arabic	Arabic
344	nota	Non-Arabic	Non-Arabic
344	,	Symbol	Symbol
344	Onor	Non-Arabic	Non-Arabic
344	.	Symbol	Symbol
344	Bonnici	Name (Non-Arabic)	Name
344	,	Symbol	Symbol
344	imbagħad	Arabic	Arabic
344	tagħtina	Arabic	Arabic
344	risposta	Non-Arabic	Non-Arabic
344	d-	Arabic	Arabic
344	darba	Arabic	Arabic
344	li	Arabic	Arabic
344	jmiss	Arabic	Arabic
344	-	Symbol	Symbol
344	dwar	Arabic	Arabic
344	dak	Arabic	Arabic
344	li	Arabic	Arabic
344	d-	Arabic	Arabic
344	dokument	Non-Arabic	Non-Arabic
344	diversi	Non-Arabic	Non-Arabic
344	drabi	Arabic	Arabic
344	jirriferi	Mixed	Non-Arabic
344	għalih	Arabic	Arabic
344	,	Symbol	Symbol
344	u	Arabic	Arabic
344	ċioè	Non-Arabic	Non-Arabic
344	l-	Arabic	Arabic
344	concept	Code-Switching	Code-Switching
344	paper	Code-Switching	Code-Switching
344	,	Symbol	Symbol
344	u	Arabic	Arabic
344	jgħid	Arabic	Arabic
344	li	Arabic	Arabic
344	klawsoli	Non-Arabic	Non-Arabic
344	partikolari	Non-Arabic	Non-Arabic
344	jridu	Arabic	Arabic
344	jiġu	Arabic	Arabic
344	interpretati	Non-Arabic	Non-Arabic
344	fl-	Arabic	Arabic
344	isfond	Non-Arabic	Non-Arabic
344	tal-	Arabic	Arabic
344	concept	Code-Switching	Code-Switching
344	paper	Code-Switching	Code-Switching
344	.	Symbol	Symbol
345	Din	Arabic	Arabic
345	il-	Arabic	Arabic
345	concept	Code-Switching	Code-Switching
345	paper	Code-Switching	Code-Switching
345	li	Arabic	Arabic
345	qed	Arabic	Arabic
345	tirriferi	Mixed	Non-Arabic
345	għall-	Arabic	Arabic
345	kuntratt	Non-Arabic	Non-Arabic
345	tista'	Arabic	Arabic
345	tiġi	Arabic	Arabic
345	ppubblikata	Mixed	Non-Arabic
345	,	Symbol	Symbol
345	forsi	Non-Arabic	Non-Arabic
345	wieħed	Arabic	Arabic
345	ikun	Arabic	Arabic
345	jista'	Arabic	Arabic
345	jeżaminaha	Mixed	Non-Arabic
345	?	Symbol	Symbol
346	Ma	Arabic	Arabic
346	nafx	Arabic	Arabic
346	jekk	Arabic	Arabic
346	kienx	Arabic	Arabic
346	hemm	Arabic	Arabic
346	xi	Arabic	Arabic
346	dokumenti	Non-Arabic	Non-Arabic
346	oħrajn	Arabic	Arabic
346	li	Arabic	Arabic
346	l-	Arabic	Arabic
346	Membri	Non-Arabic	Non-Arabic
346	jħossu	Arabic	Arabic
346	li	Arabic	Arabic
346	jista'	Arabic	Arabic
346	ikun	Arabic	Arabic
346	għandhom	Arabic	Arabic
346	jintalbu	Arabic	Arabic
346	f'	Arabic	Arabic
346	dan	Arabic	Arabic
346	is-	Arabic	Arabic
346	sens	Non-Arabic	Non-Arabic
346	.	Symbol	Symbol
347	ONOR	Non-Arabic	Non-Arabic
347	.	Symbol	Symbol
347	CLAUDIO	Name (Non-Arabic)	Name
347	GRECH	Name (Non-Arabic)	Name
347	:	Symbol	Symbol
348	Onor	Non-Arabic	Non-Arabic
348	.	Symbol	Symbol
348	Bonnici	Name (Non-Arabic)	Name
348	,	Symbol	Symbol
348	tkun	Arabic	Arabic
348	tista'	Arabic	Arabic
348	tintavola	Mixed	Non-Arabic
348	wkoll	Arabic	Arabic
348	ir-	Arabic	Arabic
348	request	Code-Switching	Code-Switching
348	for	Code-Switching	Code-Switching
348	proposals	Code-Switching	Code-Switching
348	li	Arabic	Arabic
348	kienet	Arabic	Arabic
348	ħarġet	Arabic	Arabic
348	?	Symbol	Symbol
349	Jiġifieri	Mixed	Non-Arabic
349	meta	Arabic	Arabic
349	ħarġet	Arabic	Arabic
349	is-	Arabic	Arabic
349	sejħa	Arabic	Arabic
349	.	Symbol	Symbol
349	.	Symbol	Symbol
349	.	Symbol	Symbol
350	ONOR	Non-Arabic	Non-Arabic
350	.	Symbol	Symbol
350	OWEN	Name (Non-Arabic)	Name
350	BONNICI	Name (Non-Arabic)	Name
350	:	Symbol	Symbol
351	Jiġifieri	Mixed	Non-Arabic
351	r-	Arabic	Arabic
351	request	Code-Switching	Code-Switching
351	for	Code-Switching	Code-Switching
351	proposals	Code-Switching	Code-Switching
351	li	Arabic	Arabic
351	ġiet	Arabic	Arabic
351	ippubblikata	Mixed	Non-Arabic
351	fil-	Arabic	Arabic
351	ġurnali	Non-Arabic	Non-Arabic
351	?	Symbol	Symbol
352	ONOR	Non-Arabic	Non-Arabic
352	.	Symbol	Symbol
352	CLAUDIO	Name (Non-Arabic)	Name
352	GRECH	Name (Non-Arabic)	Name
352	:	Symbol	Symbol
353	Mhux	Arabic	Arabic
353	ir-	Arabic	Arabic
353	reklam	Non-Arabic	Non-Arabic
353	,	Symbol	Symbol
353	ir-	Arabic	Arabic
353	request	Code-Switching	Code-Switching
353	for	Code-Switching	Code-Switching
353	proposal	Code-Switching	Code-Switching
353	document	Code-Switching	Code-Switching
353	.	Symbol	Symbol
354	ONOR	Non-Arabic	Non-Arabic
354	.	Symbol	Symbol
354	OWEN	Name (Non-Arabic)	Name
354	BONNICI	Name (Non-Arabic)	Name
354	:	Symbol	Symbol
355	Se	Arabic	Arabic
355	nivverifika	Mixed	Non-Arabic
355	dwar	Arabic	Arabic
355	din	Arabic	Arabic
355	u	Arabic	Arabic
355	dwar	Arabic	Arabic
355	it-	Arabic	Arabic
355	talba	Arabic	Arabic
355	ta'	Arabic	Arabic
355	Mr	Code-Switching	Code-Switching
355	Chairman	Code-Switching	Code-Switching
355	.	Symbol	Symbol
356	THE	Code-Switching	Code-Switching
356	CHAIRMAN	Code-Switching	Code-Switching
356	:	Symbol	Symbol
357	Mela	Arabic	Arabic
357	f'	Arabic	Arabic
357	dak	Arabic	Arabic
357	l-	Arabic	Arabic
357	isfond	Non-Arabic	Non-Arabic
357	naħseb	Arabic	Arabic
357	qegħdin	Arabic	Arabic
357	naqblu	Arabic	Arabic
357	.	Symbol	Symbol
358	Jiena	Arabic	Arabic
358	xtaqt	Arabic	Arabic
358	li	Arabic	Arabic
358	kemm	Arabic	Arabic
358	jista'	Arabic	Arabic
358	jkun	Arabic	Arabic
358	ma	Arabic	Arabic
358	ntawlux	Arabic	Arabic
358	ħafna	Arabic	Arabic
358	f'	Arabic	Arabic
358	dan	Arabic	Arabic
358	il-	Arabic	Arabic
358	proċess	Non-Arabic	Non-Arabic
358	,	Symbol	Symbol
358	anke	Non-Arabic	Non-Arabic
358	ma	Arabic	Arabic
358	jkunx	Arabic	Arabic
358	tajjeb	Arabic	Arabic
358	għalih	Arabic	Arabic
358	innifsu	Arabic	Arabic
358	jekk	Arabic	Arabic
358	intawwlu	Arabic	Arabic
358	żżejjed	Arabic	Arabic
358	.	Symbol	Symbol
359	L-	Arabic	Arabic
359	idea	Non-Arabic	Non-Arabic
359	tiegħi	Arabic	Arabic
359	hi	Arabic	Arabic
359	li	Arabic	Arabic
359	almenu	Non-Arabic	Non-Arabic
359	niltaqgħu	Arabic	Arabic
359	kull	Arabic	Arabic
359	ġimgħa	Arabic	Arabic
359	ħalli	Arabic	Arabic
359	kemm	Arabic	Arabic
359	jista'	Arabic	Arabic
359	ikun	Arabic	Arabic
359	,	Symbol	Symbol
359	li	Arabic	Arabic
359	għandna	Arabic	Arabic
359	,	Symbol	Symbol
359	neħilsuh	Arabic	Arabic
359	.	Symbol	Symbol
360	Forsi	Non-Arabic	Non-Arabic
360	naraw	Arabic	Arabic
360	data	Non-Arabic	Non-Arabic
360	għall-	Arabic	Arabic
360	ġimgħa	Arabic	Arabic
360	d-	Arabic	Arabic
360	dieħla	Arabic	Arabic
360	?	Symbol	Symbol
361	ONOR	Non-Arabic	Non-Arabic
361	.	Symbol	Symbol
361	OWEN	Name (Non-Arabic)	Name
361	BONNICI	Name (Non-Arabic)	Name
361	:	Symbol	Symbol
362	Nhar	Arabic	Arabic
362	it-	Arabic	Arabic
362	Tnejn	Name (Arabic)	Name
362	u	Arabic	Arabic
362	t-	Arabic	Arabic
362	Tlieta	Name (Arabic)	Name
362	se	Arabic	Arabic
362	nkun	Arabic	Arabic
362	imsiefer	Arabic	Arabic
362	u	Arabic	Arabic
362	l-	Arabic	Arabic
362	Erbgħa	Name (Arabic)	Name
362	għandi	Arabic	Arabic
362	laqgħa	Arabic	Arabic
362	tal-	Arabic	Arabic
362	Kumitat	Non-Arabic	Non-Arabic
362	għall-	Arabic	Arabic
362	Konsiderazzjoni	Non-Arabic	Non-Arabic
362	ta'	Arabic	Arabic
362	Liġijiet	Mixed	Non-Arabic
362	.	Symbol	Symbol
363	THE	Code-Switching	Code-Switching
363	CHAIRMAN	Code-Switching	Code-Switching
363	:	Symbol	Symbol
364	Jien	Arabic	Arabic
364	m'	Arabic	Arabic
364	għandix	Arabic	Arabic
364	oġġezzjoni	Non-Arabic	Non-Arabic
364	li	Arabic	Arabic
364	jekk	Arabic	Arabic
364	tridu	Arabic	Arabic
364	niltaqgħu	Arabic	Arabic
364	ġurnata	Non-Arabic	Non-Arabic
364	oħra	Arabic	Arabic
364	jew	Arabic	Arabic
364	f'	Arabic	Arabic
364	ħinijiet	Arabic	Arabic
364	differenti	Non-Arabic	Non-Arabic
364	minn	Arabic	Arabic
364	dawk	Arabic	Arabic
364	li	Arabic	Arabic
364	jiltaqa'	Arabic	Arabic
364	fihom	Arabic	Arabic
364	il-	Arabic	Arabic
364	Parlament	Non-Arabic	Non-Arabic
364	.	Symbol	Symbol
365	Nistgħu	Arabic	Arabic
365	pereżempju	Non-Arabic	Non-Arabic
365	niltaqgħu	Arabic	Arabic
365	wara	Arabic	Arabic
365	nofsinhar	Arabic	Arabic
365	.	Symbol	Symbol
366	Forsi	Non-Arabic	Non-Arabic
366	nhar	Arabic	Arabic
366	l-	Arabic	Arabic
366	Erbgħa	Name (Arabic)	Name
366	wara	Arabic	Arabic
366	nofsinhar	Arabic	Arabic
366	?	Symbol	Symbol
367	Jidher	Arabic	Arabic
367	li	Arabic	Arabic
367	hawn	Arabic	Arabic
367	qbil	Arabic	Arabic
367	dwar	Arabic	Arabic
367	nhar	Arabic	Arabic
367	l-	Arabic	Arabic
367	Erbgħa	Name (Arabic)	Name
367	fis-	Arabic	Arabic
367	2	Symbol	Symbol
367	:	Symbol	Symbol
367	00	Symbol	Symbol
367	p	Symbol	Symbol
367	.	Symbol	Symbol
367	m	Symbol	Symbol
367	.	Symbol	Symbol
368	Sadanittant	Non-Arabic	Non-Arabic
368	qed	Arabic	Arabic
368	nerġa'	Arabic	Arabic
368	nikkonferma	Mixed	Non-Arabic
368	li	Arabic	Arabic
368	d-	Arabic	Arabic
368	dokument	Non-Arabic	Non-Arabic
368	li	Arabic	Arabic
368	tqiegħed	Arabic	Arabic
368	fuq	Arabic	Arabic
368	il-	Arabic	Arabic
368	Mejda	Arabic	Arabic
368	tal-	Arabic	Arabic
368	Kumitat	Non-Arabic	Non-Arabic
368	aktar	Arabic	Arabic
368	kmieni	Arabic	Arabic
368	,	Symbol	Symbol
368	issa	Arabic	Arabic
368	huwa	Arabic	Arabic
368	a	Code-Switching	Code-Switching
368	public	Code-Switching	Code-Switching
368	document	Code-Switching	Code-Switching
368	u	Arabic	Arabic
368	jista'	Arabic	Arabic
368	għalhekk	Arabic	Arabic
368	jiġi	Arabic	Arabic
368	uploaded	Code-Switching	Code-Switching
368	fuq	Arabic	Arabic
368	fil-	Arabic	Arabic
368	website	Code-Switching	Code-Switching
368	.	Symbol	Symbol
369	ONOR	Non-Arabic	Non-Arabic
369	.	Symbol	Symbol
369	OWEN	Name (Non-Arabic)	Name
369	BONNICI	Name (Non-Arabic)	Name
369	:	Symbol	Symbol
370	Mr	Code-Switching	Code-Switching
370	Chairman	Code-Switching	Code-Switching
370	,	Symbol	Symbol
370	biex	Arabic	Arabic
370	nirrikapitola	Mixed	Non-Arabic
370	,	Symbol	Symbol
370	għad-	Arabic	Arabic
370	darba	Arabic	Arabic
370	li	Arabic	Arabic
370	jmiss	Arabic	Arabic
370	se	Arabic	Arabic
370	nagħmel	Arabic	Arabic
370	il-	Arabic	Arabic
370	verifiki	Non-Arabic	Non-Arabic
370	dwar	Arabic	Arabic
370	il-	Arabic	Arabic
370	concept	Code-Switching	Code-Switching
370	paper	Code-Switching	Code-Switching
370	u	Arabic	Arabic
370	l-	Arabic	Arabic
370	request	Code-Switching	Code-Switching
370	for	Code-Switching	Code-Switching
370	proposal	Code-Switching	Code-Switching
370	document	Code-Switching	Code-Switching
370	.	Symbol	Symbol
371	THE	Code-Switching	Code-Switching
371	CHAIRMAN	Code-Switching	Code-Switching
371	:	Symbol	Symbol
372	U	Arabic	Arabic
372	forsi	Non-Arabic	Non-Arabic
372	tinformana	Mixed	Non-Arabic
372	min	Arabic	Arabic
372	se	Arabic	Arabic
372	jispjega	Mixed	Non-Arabic
372	dwar	Arabic	Arabic
372	il-	Arabic	Arabic
372	partijiet	Mixed	Non-Arabic
372	mgħottija	Arabic	Arabic
372	.	Symbol	Symbol
373	ONOR	Non-Arabic	Non-Arabic
373	.	Symbol	Symbol
373	OWEN	Name (Non-Arabic)	Name
373	BONNICI	Name (Non-Arabic)	Name
373	:	Symbol	Symbol
374	Jew	Arabic	Arabic
374	jien	Arabic	Arabic
374	stess	Non-Arabic	Non-Arabic
374	jew	Arabic	Arabic
374	xi	Arabic	Arabic
374	ħadd	Arabic	Arabic
374	minn	Arabic	Arabic
374	Identity	Name (Non-Arabic)	Name
374	Malta	Name (Arabic)	Name
374	.	Symbol	Symbol
375	U	Arabic	Arabic
375	inti	Arabic	Arabic
375	,	Symbol	Symbol
375	Mr	Code-Switching	Code-Switching
375	Chairman	Code-Switching	Code-Switching
375	,	Symbol	Symbol
375	se	Arabic	Arabic
375	tibgħatli	Arabic	Arabic
375	l-	Arabic	Arabic
375	proposed	Code-Switching	Code-Switching
375	list	Code-Switching	Code-Switching
375	of	Code-Switching	Code-Switching
375	witnesses	Code-Switching	Code-Switching
375	.	Symbol	Symbol
376	Hux	Arabic	Arabic
376	hekk	Arabic	Arabic
376	?	Symbol	Symbol
377	THE	Code-Switching	Code-Switching
377	CHAIRMAN	Code-Switching	Code-Switching
377	:	Symbol	Symbol
378	Hekk	Arabic	Arabic
378	hu	Arabic	Arabic
378	.	Symbol	Symbol
379	Nirringrazzja	Mixed	Non-Arabic
379	lil	Arabic	Arabic
379	kull	Arabic	Arabic
379	min	Arabic	Arabic
379	ipparteċipa	Mixed	Non-Arabic
379	f'	Arabic	Arabic
379	din	Arabic	Arabic
379	il-	Arabic	Arabic
379	laqgħa	Arabic	Arabic
379	u	Arabic	Arabic
379	naġġorna	Mixed	Non-Arabic
379	l-	Arabic	Arabic
379	Kumitat	Non-Arabic	Non-Arabic
379	għal	Arabic	Arabic
379	nhar	Arabic	Arabic
379	l-	Arabic	Arabic
379	Erbgħa	Name (Arabic)	Name
379	,	Symbol	Symbol
379	25	Symbol	Symbol
379	ta'	Arabic	Arabic
379	Frar	Name (Non-Arabic)	Name
379	,	Symbol	Symbol
379	2015	Symbol	Symbol
379	fis-	Arabic	Arabic
379	2	Symbol	Symbol
379	:	Symbol	Symbol
379	00	Symbol	Symbol
379	p	Symbol	Symbol
379	.	Symbol	Symbol
379	m	Symbol	Symbol
379	.	Symbol	Symbol
380	Fis-	Arabic	Arabic
380	7	Symbol	Symbol
380	:	Symbol	Symbol
380	26	Symbol	Symbol
380	p	Symbol	Symbol
380	.	Symbol	Symbol
380	m	Symbol	Symbol
380	.	Symbol	Symbol
380	il-	Arabic	Arabic
380	Kumitat	Non-Arabic	Non-Arabic
380	aġġorna	Mixed	Non-Arabic
380	għal	Arabic	Arabic
380	nhar	Arabic	Arabic
380	l-	Arabic	Arabic
380	Erbgħa	Name (Arabic)	Name
380	,	Symbol	Symbol
380	25	Symbol	Symbol
380	ta'	Arabic	Arabic
380	Frar	Name (Non-Arabic)	Name
380	2015	Symbol	Symbol
380	,	Symbol	Symbol
380	fis-	Arabic	Arabic
380	2	Symbol	Symbol
380	:	Symbol	Symbol
380	00	Symbol	Symbol
380	p	Symbol	Symbol
380	.	Symbol	Symbol
380	m	Symbol	Symbol
380	.	Symbol	Symbol
380	bl-	Arabic	Arabic
380	istess	Non-Arabic	Non-Arabic
380	aġenda	Non-Arabic	Non-Arabic
380	.	Symbol	Symbol
381	MISTOQSIJIET	Arabic	Arabic
381	-	Symbol	Symbol
381	TWEĠIBIET	Arabic	Arabic
381	ORALI	Non-Arabic	Non-Arabic
382	BAĦRIJA	Name (Arabic)	Name
382	-	Symbol	Symbol
382	VULTAĠĠ	Non-Arabic	Non-Arabic
382	TA'	Arabic	Arabic
382	DAWL	Arabic	Arabic
382	BAXX	Arabic	Arabic
383	32739	Symbol	Symbol
383	.	Symbol	Symbol
384	L-	Arabic	Arabic
384	ONOR	Non-Arabic	Non-Arabic
384	.	Symbol	Symbol
384	NOEL	Name (Non-Arabic)	Name
384	FARRUGIA	Name (Arabic)	Name
384	staqsa	Arabic	Arabic
384	lill-	Arabic	Arabic
384	Ministru	Non-Arabic	Non-Arabic
384	għas-	Arabic	Arabic
384	Servizzi	Non-Arabic	Non-Arabic
384	Ekonomiċi	Non-Arabic	Non-Arabic
384	:	Symbol	Symbol
384	Jista'	Arabic	Arabic
384	l-	Arabic	Arabic
384	Ministru	Non-Arabic	Non-Arabic
384	jgħidli	Arabic	Arabic
384	x'	Arabic	Arabic
384	sar	Arabic	Arabic
384	dwar	Arabic	Arabic
384	il-	Arabic	Arabic
384	kwestjoni	Non-Arabic	Non-Arabic
384	ta'	Arabic	Arabic
384	vultaġġ	Non-Arabic	Non-Arabic
384	baxx	Arabic	Arabic
384	fil-	Arabic	Arabic
384	Baħrija	Name (Arabic)	Name
384	?	Symbol	Symbol
385	ONOR	Non-Arabic	Non-Arabic
385	.	Symbol	Symbol
385	NINU	Name (Non-Arabic)	Name
385	ZAMMIT	Name (Arabic)	Name
385	(	Symbol	Symbol
385	Ministru	Non-Arabic	Non-Arabic
385	għall-	Arabic	Arabic
385	Agrikoltura	Non-Arabic	Non-Arabic
385	u	Arabic	Arabic
385	Sajd	Arabic	Arabic
385	)	Symbol	Symbol
385	(	Symbol	Symbol
385	f'	Arabic	Arabic
385	isem	Arabic	Arabic
385	il-	Arabic	Arabic
385	Ministru	Non-Arabic	Non-Arabic
385	għas-	Arabic	Arabic
385	Servizzi	Non-Arabic	Non-Arabic
385	Ekonomiċi	Non-Arabic	Non-Arabic
385	)	Symbol	Symbol
385	:	Symbol	Symbol
385	F'	Arabic	Arabic
385	dan	Arabic	Arabic
385	l-	Arabic	Arabic
385	istadju	Non-Arabic	Non-Arabic
385	ma	Arabic	Arabic
385	għandi	Arabic	Arabic
385	xejn	Arabic	Arabic
